CID,Limit,AverageTransactionValue,MDP,Unpaid Daily Principle ,Unpaid Interest ,TotalDuetoReset,DayDelay,Gender_Man,Gender_Woman,Card Status_Active,Card Status_Blocked by Customer,Card Status_Blocked by Easy Credit,Card Status_Lost,Card Status_Stolen,PREDICTED_CLASS
14013099,300,23.6738095238095,45.0,299.31,4.95,340.68,0,1,0,1,0,0,0,0,MiddleRisk
14013102,400,52.43,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013104,300,22.9964705882353,45.0,156.13,2.02,158.15,0,0,1,1,0,0,0,0,MiddleRisk
14013107,400,13.8,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013108,400,392.5,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013117,400,49.2025,60.0,393.62,13.82,596.05,56,1,0,0,0,1,0,0,MiddleRisk
14013123,400,19.2128301886792,60.0,339.72,3.84,343.59,0,0,1,1,0,0,0,0,MiddleRisk
14013126,300,146.666666666667,45.0,297.5,4.45,301.95,0,1,0,1,0,0,0,0,MiddleRisk
14013127,500,25.2097959183674,75.0,331.67,0.46,332.13,0,1,0,1,0,0,0,0,MiddleRisk
14013139,400,58.15,60.0,368.9,12.06,534.42,56,0,1,0,0,1,0,0,MiddleRisk
14013155,300,37.39,45.0,297.26,8.64,397.06,28,1,0,0,0,1,0,0,MiddleRisk
14013160,400,35.1515,60.0,308.05,2.31,310.36,0,0,1,1,0,0,0,0,MiddleRisk
14013169,600,29.1178787878788,90.0,460.94,0.0,460.94,0,1,0,1,0,0,0,0,MiddleRisk
14013175,400,142.95,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013179,300,28.0816666666667,45.0,186.38,2.6,188.98,0,1,0,1,0,0,0,0,MiddleRisk
14013192,300,210.07,45.0,167.6,4.21,171.81,0,0,1,1,0,0,0,0,MiddleRisk
14013193,700,692.5,105.0,576.15,9.62,657.79,0,0,1,1,0,0,0,0,MiddleRisk
14013197,300,35.8545454545455,45.0,298.76,9.21,338.71,0,1,0,1,0,0,0,0,MiddleRisk
14013198,500,76.39,75.0,483.69,0.0,483.69,0,0,1,1,0,0,0,0,MiddleRisk
14013199,300,26.546,45.0,52.82,0.03,52.85,0,1,0,1,0,0,0,0,MiddleRisk
14013202,400,12.0573417721519,0.0,2.49,0.0,2.49,0,1,0,1,0,0,0,0,MiddleRisk
14013205,400,400.0,60.0,343.24,5.87,392.02,0,1,0,1,0,0,0,0,MiddleRisk
14013206,300,16.5766666666667,45.0,196.59,2.15,198.74,0,1,0,1,0,0,0,0,MiddleRisk
14013214,500,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013216,400,16.72,60.0,172.97,0.69,173.66,0,0,1,1,0,0,0,0,MiddleRisk
14013223,300,41.68,45.0,299.49,8.49,399.42,28,1,0,0,1,0,0,0,MiddleRisk
14013226,500,32.5319047619048,75.0,416.56,6.77,469.86,0,1,0,1,0,0,0,0,MiddleRisk
14013228,300,11.3370769230769,45.0,291.84,2.79,294.63,0,1,0,1,0,0,0,0,MiddleRisk
14013229,400,54.2631818181818,60.0,398.87,6.36,405.23,0,0,1,1,0,0,0,0,MiddleRisk
14013236,400,226.95,60.0,355.91,5.9,406.3,0,0,1,1,0,0,0,0,MiddleRisk
14013239,500,20.03,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,MiddleRisk
14013251,300,99.9433333333333,45.0,299.83,7.7,443.19,56,0,1,0,0,1,0,0,MiddleRisk
14013257,400,31.6520512820513,60.0,396.23,5.14,401.37,0,1,0,1,0,0,0,0,MiddleRisk
14013260,700,63.7053846153846,105.0,698.53,20.38,957.76,56,0,1,0,0,1,0,0,MiddleRisk
14013261,300,81.2390909090909,45.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013264,300,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013273,400,28.5254545454545,60.0,394.58,10.13,564.86,56,0,1,0,0,1,0,0,MiddleRisk
14013274,300,42.7157142857143,45.0,299.0,9.27,399.65,28,0,1,0,0,1,0,0,MiddleRisk
14013275,300,149.275,45.0,298.55,6.42,440.31,56,0,1,0,0,1,0,0,MiddleRisk
14013280,400,40.2933333333333,60.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013285,300,52.9285714285714,45.0,287.91,4.94,328.84,0,0,1,1,0,0,0,0,MiddleRisk
14013290,400,11.3581395348837,60.0,397.56,6.32,443.25,0,1,0,1,0,0,0,0,MiddleRisk
14013297,400,48.7244444444444,60.0,342.39,0.0,342.39,0,0,1,1,0,0,0,0,MiddleRisk
14013299,300,282.7,45.0,110.87,1.86,126.59,0,1,0,1,0,0,0,0,MiddleRisk
14012294,300,105.9125,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012299,300,21.2271428571429,45.0,297.85,11.01,337.6,0,1,0,1,0,0,0,0,MiddleRisk
14012301,300,65.395,0.0,0.0,0.0,-0.02,0,1,0,0,1,0,0,0,MiddleRisk
14012304,300,47.61,45.0,285.66,12.82,461.51,146,1,0,0,0,1,0,0,HighRisk
14012306,500,286.8,75.0,462.37,17.07,525.68,0,0,1,1,0,0,0,0,MiddleRisk
14012309,300,252.5,45.0,215.6,15.78,334.39,56,1,0,0,0,1,0,0,MiddleRisk
14012312,300,49.5455555555556,45.0,299.48,9.64,309.12,0,1,0,1,0,0,0,0,MiddleRisk
14012320,300,21.2757142857143,45.0,297.86,12.49,460.54,146,0,1,0,0,1,0,0,HighRisk
14012321,300,31.7751851851852,45.0,286.9,10.56,326.15,0,1,0,1,0,0,0,0,MiddleRisk
14012330,500,182.8,75.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012334,300,34.7836111111111,45.0,270.89,1.29,272.18,0,1,0,1,0,0,0,0,MiddleRisk
14012336,300,14.8006666666667,45.0,297.51,19.17,488.78,118,1,0,0,0,1,0,0,HighRisk
14012338,300,43.9761538461538,45.0,297.78,10.88,336.94,0,1,0,1,0,0,0,0,MiddleRisk
14012369,300,14.991,45.0,299.82,20.24,492.62,118,1,0,0,0,1,0,0,HighRisk
14012379,300,147.7,45.0,256.24,19.81,413.07,56,1,0,0,0,1,0,0,MiddleRisk
14012384,300,77.6546666666667,45.0,298.59,3.92,302.51,0,1,0,1,0,0,0,0,MiddleRisk
14012385,300,70.4342857142857,45.0,261.98,6.76,278.69,0,0,1,1,0,0,0,0,MiddleRisk
14012387,300,12.21390625,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012390,300,292.95,45.0,292.95,18.57,332.72,118,1,0,0,0,1,0,0,HighRisk
14012394,300,198.78,45.0,299.02,8.58,307.6,0,1,0,1,0,0,0,0,MiddleRisk
14012395,500,91.3516666666667,75.0,411.29,15.21,467.63,0,0,1,1,0,0,0,0,MiddleRisk
14012401,300,197.616666666667,45.0,299.9,20.16,492.64,118,1,0,0,0,1,0,0,HighRisk
14012408,400,17.5953448275862,60.0,358.82,11.4,388.18,0,1,0,1,0,0,0,0,MiddleRisk
14012417,400,32.7472727272727,60.0,396.59,22.74,560.16,56,1,0,0,0,1,0,0,MiddleRisk
14012418,500,68.02,75.0,499.9,18.43,566.52,0,1,0,1,0,0,0,0,MiddleRisk
14012419,400,101.628695652174,60.0,398.27,12.32,410.59,0,0,1,1,0,0,0,0,MiddleRisk
14012424,600,68.5084615384615,90.0,502.81,18.61,571.6,0,1,0,1,0,0,0,0,MiddleRisk
14012445,300,230.333333333333,45.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012453,400,199.135,60.0,398.27,32.04,621.12,87,1,0,0,0,1,0,0,MiddleRisk
14012468,300,97.1421428571429,45.0,296.24,9.35,305.59,0,1,0,1,0,0,0,0,MiddleRisk
14012469,600,47.52525,90.0,521.46,0.0,521.46,0,1,0,1,0,0,0,0,MiddleRisk
14012472,300,114.370769230769,45.0,292.5,9.8,302.3,0,0,1,1,0,0,0,0,MiddleRisk
14012474,500,20.0041860465116,75.0,374.73,4.03,378.76,0,1,0,1,0,0,0,0,MiddleRisk
14012477,300,34.8073170731707,45.0,299.82,8.49,308.31,0,1,0,1,0,0,0,0,MiddleRisk
14012478,400,22.2490476190476,60.0,399.37,30.51,609.77,56,0,1,0,0,1,0,0,MiddleRisk
14012495,300,24.8095081967213,45.0,299.74,10.93,336.89,0,1,0,1,0,0,0,0,MiddleRisk
14012497,300,74.705,45.0,298.82,15.07,486.12,118,1,0,0,0,1,0,0,HighRisk
14012501,300,113.363333333333,45.0,297.48,11.08,336.59,0,0,1,1,0,0,0,0,MiddleRisk
14012505,300,61.384,0.0,0.0,0.0,-2.5,0,1,0,0,0,1,0,0,MiddleRisk
14012508,300,22.42375,45.0,296.61,31.99,444.31,28,0,1,0,0,1,0,0,MiddleRisk
14012509,300,30.105652173913,45.0,299.07,10.91,338.89,0,1,0,1,0,0,0,0,MiddleRisk
14012512,300,53.6794444444444,45.0,296.94,10.61,331.74,0,1,0,1,0,0,0,0,MiddleRisk
14012513,400,132.066666666667,60.0,396.2,23.46,614.08,118,0,1,0,0,1,0,0,HighRisk
14012525,300,147.75,45.0,254.0,28.58,401.34,56,0,1,0,0,1,0,0,MiddleRisk
14012535,300,26.2684615384615,45.0,299.16,43.26,392.8,0,0,1,1,0,0,0,0,MiddleRisk
14012538,500,117.392142857143,75.0,134.7,0.32,135.02,0,0,1,1,0,0,0,0,MiddleRisk
14012548,300,29.598,45.0,297.59,43.46,360.01,0,0,1,1,0,0,0,0,MiddleRisk
14012549,300,128.477142857143,45.0,299.5,11.15,310.65,0,1,0,1,0,0,0,0,MiddleRisk
14012552,300,26.7029545454545,45.0,298.15,7.08,305.23,0,1,0,1,0,0,0,0,MiddleRisk
14012560,400,66.3416666666667,60.0,395.75,18.8,414.55,0,1,0,1,0,0,0,0,MiddleRisk
14012561,300,300.0,45.0,300.0,17.64,490.24,118,1,0,0,0,1,0,0,HighRisk
14012562,300,25.9061386138614,45.0,299.99,8.56,308.55,0,1,0,1,0,0,0,0,MiddleRisk
14012563,300,32.5968421052632,45.0,280.01,5.46,285.47,0,0,1,1,0,0,0,0,MiddleRisk
14012570,300,13.9357142857143,45.0,298.0,21.64,488.74,87,0,1,0,1,0,0,0,MiddleRisk
14012572,300,52.25,45.0,297.09,9.28,306.37,0,1,0,1,0,0,0,0,MiddleRisk
14012573,300,124.606666666667,45.0,295.45,16.14,483.29,118,0,1,0,0,1,0,0,HighRisk
14012582,300,52.9271428571428,45.0,296.29,20.82,331.99,0,0,1,1,0,0,0,0,MiddleRisk
14012589,500,71.3542857142857,75.0,499.48,70.08,640.41,0,0,1,1,0,0,0,0,MiddleRisk
14012602,400,26.7828205128205,60.0,354.14,0.43,354.57,0,0,1,1,0,0,0,0,MiddleRisk
14012604,300,39.3706451612903,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012609,300,99.1807142857143,45.0,297.75,5.76,303.51,0,1,0,1,0,0,0,0,MiddleRisk
14012610,300,30.8009090909091,45.0,299.99,31.93,464.94,28,1,0,0,0,1,0,0,MiddleRisk
14012611,400,23.2014285714286,60.0,381.45,0.0,381.45,0,1,0,1,0,0,0,0,MiddleRisk
14012612,400,129.113333333333,60.0,387.34,16.2,496.27,28,1,0,0,0,1,0,0,MiddleRisk
14012618,400,13.4261111111111,60.0,399.15,14.76,452.24,0,1,0,1,0,0,0,0,MiddleRisk
14012619,500,249.65,75.0,499.3,33.0,744.96,87,0,1,0,0,1,0,0,MiddleRisk
14012622,400,51.742,60.0,371.06,10.03,381.09,0,0,1,1,0,0,0,0,MiddleRisk
14012631,500,43.9035294117647,75.0,496.58,33.35,633.59,28,1,0,0,0,1,0,0,MiddleRisk
14012632,400,33.2271428571429,60.0,394.46,41.25,545.79,28,1,0,0,0,1,0,0,MiddleRisk
14012633,300,292.0,45.0,292.0,15.05,478.05,118,1,0,0,0,1,0,0,HighRisk
14012635,400,162.5,60.0,325.0,13.73,486.94,118,1,0,0,0,1,0,0,HighRisk
14012640,300,45.8588888888889,45.0,296.21,15.1,394.93,28,0,1,0,0,1,0,0,MiddleRisk
14012646,300,16.3817647058824,45.0,298.2,24.36,477.72,56,1,0,0,1,0,0,0,MiddleRisk
14012647,300,35.5338636363636,8.69,69.0,0.08,69.08,0,0,1,1,0,0,0,0,MiddleRisk
14012653,300,292.7,45.0,292.7,15.07,478.91,118,0,1,0,0,1,0,0,HighRisk
14012659,300,92.844,45.0,296.99,10.87,328.98,0,0,1,1,0,0,0,0,MiddleRisk
14012670,400,39.9818181818182,60.0,377.76,9.19,386.95,0,1,0,1,0,0,0,0,MiddleRisk
14012672,400,21.5494594594595,60.0,399.97,30.52,601.77,56,1,0,0,1,0,0,0,MiddleRisk
14012681,500,52.0375,75.0,276.26,2.27,278.53,0,1,0,1,0,0,0,0,MiddleRisk
14012686,500,23.8866666666667,75.0,495.6,34.11,677.83,28,1,0,0,0,1,0,0,MiddleRisk
14012698,300,147.5,45.0,295.0,21.05,484.55,87,1,0,0,0,1,0,0,MiddleRisk
14012699,600,141.478,90.0,599.63,22.06,679.65,0,0,1,1,0,0,0,0,MiddleRisk
14012708,300,29.8,45.0,294.06,0.0,294.06,0,1,0,1,0,0,0,0,MiddleRisk
14013012,300,84.4,45.0,230.02,8.66,261.68,0,1,0,1,0,0,0,0,MiddleRisk
14013013,300,149.85,45.0,299.7,18.54,402.21,28,0,1,0,0,1,0,0,MiddleRisk
14013017,300,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013018,300,65.7963157894737,45.0,248.77,0.3,254.06,0,1,0,1,0,0,0,0,MiddleRisk
14013019,400,79.804,60.0,391.62,18.6,591.45,87,0,1,0,0,1,0,0,MiddleRisk
14013020,400,18.215,60.0,399.93,13.72,446.44,0,1,0,1,0,0,0,0,MiddleRisk
14013023,400,18.9334615384615,60.0,336.21,6.95,349.04,0,1,0,1,0,0,0,0,MiddleRisk
14013036,300,32.9097222222222,45.0,297.18,10.57,307.75,0,1,0,1,0,0,0,0,MiddleRisk
14013039,300,19.0492,45.0,241.3,6.3,247.6,0,1,0,1,0,0,0,0,MiddleRisk
14013044,300,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013056,300,87.99,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013058,300,59.798,45.0,296.83,19.06,399.57,28,1,0,0,0,1,0,0,MiddleRisk
14013062,300,27.0021052631579,45.0,286.49,10.1,323.18,0,0,1,1,0,0,0,0,MiddleRisk
14013065,300,197.5,45.0,275.33,8.78,301.39,0,1,0,1,0,0,0,0,MiddleRisk
14013066,300,85.5152941176471,45.0,191.89,0.23,192.12,0,1,0,1,0,0,0,0,MiddleRisk
14013068,300,18.535625,45.0,237.52,0.29,237.81,0,0,1,1,0,0,0,0,MiddleRisk
14013093,300,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013095,300,4.3,45.0,295.8,20.41,320.8,0,0,1,1,0,0,0,0,MiddleRisk
14013100,300,101.2,45.0,299.95,7.7,443.33,56,0,1,0,0,1,0,0,MiddleRisk
14013105,300,164.875,45.0,127.3,0.42,127.72,0,0,1,1,0,0,0,0,MiddleRisk
14013111,400,46.1396226415094,28.1,391.1,0.21,391.31,0,1,0,1,0,0,0,0,MiddleRisk
14013118,400,38.6471428571429,60.0,298.57,5.23,428.4,56,0,1,0,0,1,0,0,MiddleRisk
14013120,300,33.4477777777778,45.0,293.48,4.16,297.64,0,1,0,1,0,0,0,0,MiddleRisk
14013128,600,31.2769565217391,90.0,346.48,0.0,346.48,0,1,0,1,0,0,0,0,MiddleRisk
14013129,300,91.2176923076923,0.0,0.0,0.0,-10.42,0,1,0,1,0,0,0,0,MiddleRisk
14013131,400,35.4466666666667,60.0,343.61,0.0,343.61,0,0,1,1,0,0,0,0,MiddleRisk
14013136,300,19.969,45.0,299.89,9.26,337.13,0,0,1,1,0,0,0,0,MiddleRisk
14013137,300,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013141,400,27.9983333333333,2.64,2.64,0.0,2.64,0,1,0,1,0,0,0,0,MiddleRisk
14013144,500,367.5,75.0,481.21,7.8,489.01,0,0,1,1,0,0,0,0,MiddleRisk
14013154,300,40.4805,45.0,273.65,9.06,390.65,28,0,1,0,0,1,0,0,MiddleRisk
14013161,500,49.5635294117647,75.0,499.97,6.95,506.92,0,1,0,1,0,0,0,0,MiddleRisk
14013164,400,47.048,60.0,374.3,5.59,402.24,0,0,1,1,0,0,0,0,MiddleRisk
14013165,300,15.1532258064516,45.0,298.28,4.54,302.82,0,1,0,1,0,0,0,0,MiddleRisk
14013168,400,54.3822222222222,60.0,398.53,6.52,453.26,0,0,1,1,0,0,0,0,MiddleRisk
14013183,500,72.5242857142857,75.0,499.8,13.05,536.33,0,0,1,1,0,0,0,0,MiddleRisk
14013186,300,42.6457142857143,45.0,298.0,8.64,397.89,28,1,0,0,0,1,0,0,MiddleRisk
14013191,600,90.5835714285714,90.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013207,500,20.1754545454545,75.0,492.57,8.33,559.88,0,0,1,1,0,0,0,0,MiddleRisk
14013210,400,26.6061111111111,60.0,398.56,5.57,404.13,0,1,0,1,0,0,0,0,MiddleRisk
14013212,300,47.0357142857143,45.0,255.68,4.24,290.26,0,1,0,1,0,0,0,0,MiddleRisk
14013213,300,295.4,45.0,295.4,9.44,389.4,56,1,0,0,0,1,0,0,MiddleRisk
14013218,400,58.9475,60.0,394.98,6.47,448.1,0,0,1,1,0,0,0,0,MiddleRisk
14013220,300,20.6430769230769,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013227,300,18.05,45.0,299.62,10.07,309.69,0,0,1,1,0,0,0,0,MiddleRisk
14013232,400,15.0342307692308,60.0,393.14,4.85,397.99,0,1,0,1,0,0,0,0,MiddleRisk
14013240,400,101.1,60.0,355.64,5.78,400.51,0,1,0,1,0,0,0,0,MiddleRisk
14013241,300,18.70125,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,MiddleRisk
14013242,400,55.9846153846154,60.0,0.4,0.0,0.4,0,0,1,1,0,0,0,0,MiddleRisk
14013246,400,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013248,400,29.44875,60.0,341.35,0.9,342.25,0,0,1,1,0,0,0,0,MiddleRisk
14013253,400,16.634375,60.0,229.25,3.55,232.8,0,1,0,1,0,0,0,0,MiddleRisk
14013254,300,64.62,45.0,300.0,4.6,304.6,0,0,1,1,0,0,0,0,MiddleRisk
14013267,500,135.2,75.0,459.92,7.48,514.22,0,1,0,1,0,0,0,0,MiddleRisk
14013269,400,200.0,60.0,400.0,11.58,573.09,56,1,0,0,0,1,0,0,MiddleRisk
14013278,400,111.443333333333,60.0,388.67,4.97,401.6,0,1,0,1,0,0,0,0,MiddleRisk
14013282,300,65.28,45.0,298.85,2.72,301.57,0,1,0,1,0,0,0,0,MiddleRisk
14013289,400,35.7621428571429,60.0,390.94,6.94,500.75,28,0,1,0,0,1,0,0,MiddleRisk
14013292,300,32.9678571428571,45.0,296.04,1.37,297.41,0,1,0,1,0,0,0,0,MiddleRisk
14013300,400,14.3706451612903,60.0,387.44,12.21,472.28,0,0,1,0,1,0,0,0,MiddleRisk
14013312,400,199.066666666667,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013314,400,39.26,0.0,0.0,0.0,-9.89,0,1,0,1,0,0,0,0,MiddleRisk
14013319,500,22.7364285714286,75.0,494.33,14.92,512.25,0,0,1,1,0,0,0,0,MiddleRisk
14013320,300,272.5,45.0,295.4,5.59,435.55,56,0,1,0,0,1,0,0,MiddleRisk
14013329,300,34.205,45.0,299.0,9.21,333.37,0,1,0,0,0,0,0,0,MiddleRisk
14013334,600,65.288,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013342,400,67.4066666666667,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013347,300,37.5233333333333,45.0,294.13,9.23,319.15,0,1,0,1,0,0,0,0,MiddleRisk
14013352,300,19.3325,45.0,298.86,4.76,326.5,0,1,0,1,0,0,0,0,MiddleRisk
14013353,300,31.8005,45.0,291.72,4.88,327.85,0,1,0,1,0,0,0,0,MiddleRisk
14013354,300,59.5633333333333,45.0,270.46,0.0,270.46,0,1,0,1,0,0,0,0,MiddleRisk
14013360,500,99.914,75.0,499.57,12.25,699.04,56,1,0,0,0,1,0,0,MiddleRisk
14013361,300,24.3066666666667,45.0,291.68,10.88,394.48,28,1,0,0,0,1,0,0,MiddleRisk
14013364,400,21.5142857142857,60.0,392.88,10.16,405.05,0,1,0,1,0,0,0,0,MiddleRisk
14013367,300,56.615,45.0,294.99,9.05,316.81,0,1,0,1,0,0,0,0,MiddleRisk
14013372,300,172.5,45.0,289.48,4.89,323.99,0,1,0,1,0,0,0,0,MiddleRisk
14013376,600,46.3225,90.0,583.51,0.0,583.51,0,0,1,1,0,0,0,0,MiddleRisk
14012710,300,27.0155555555556,45.0,298.14,16.98,484.24,87,0,1,0,0,1,0,0,MiddleRisk
14012714,300,162.725,45.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012719,300,90.78,45.0,294.06,19.62,482.0,87,0,1,0,0,1,0,0,MiddleRisk
14012720,300,63.0042105263158,45.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012731,300,62.9111111111111,45.0,298.61,5.54,304.15,0,1,0,1,0,0,0,0,MiddleRisk
14012735,300,31.6675,45.0,285.45,8.84,294.29,0,0,1,1,0,0,0,0,MiddleRisk
14012738,300,21.508125,45.0,299.73,20.39,489.56,87,1,0,0,0,1,0,0,MiddleRisk
14012740,500,159.563333333333,75.0,478.69,49.08,702.7,56,0,1,0,0,1,0,0,MiddleRisk
14012746,300,99.8066666666667,45.0,240.05,8.98,273.04,0,0,1,1,0,0,0,0,MiddleRisk
14012748,300,40.7125,45.0,281.54,18.65,418.0,56,0,1,0,0,1,0,0,MiddleRisk
14012760,300,53.844,45.0,96.27,3.9,112.69,0,0,1,1,0,0,0,0,MiddleRisk
14012764,300,53.3058333333333,45.0,299.18,3.87,303.05,0,0,1,1,0,0,0,0,MiddleRisk
14012769,400,32.5003846153846,60.0,380.9,12.73,400.78,0,1,0,1,0,0,0,0,MiddleRisk
14012770,300,36.8342857142857,45.0,298.84,18.87,486.97,87,1,0,0,0,1,0,0,MiddleRisk
14012774,400,16.6411111111111,60.0,225.62,4.43,230.05,0,1,0,1,0,0,0,0,MiddleRisk
14012775,300,300.0,45.0,238.57,0.0,238.57,0,1,0,1,0,0,0,0,MiddleRisk
14012777,400,52.3383333333333,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012780,300,292.95,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012781,300,12.75875,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012801,300,42.872,45.0,300.0,0.36,300.36,0,1,0,1,0,0,0,0,MiddleRisk
14012805,300,84.875,45.0,289.82,20.27,322.0,0,1,0,1,0,0,0,0,MiddleRisk
14012806,300,26.6494285714286,45.0,299.71,11.0,337.08,0,1,0,1,0,0,0,0,MiddleRisk
14012808,300,24.9,45.0,298.8,21.58,489.64,87,0,1,0,0,1,0,0,MiddleRisk
14012814,500,51.9371428571429,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012832,400,152.013333333333,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012853,300,72.77375,0.0,0.0,0.0,-0.08,0,1,0,0,1,0,0,0,MiddleRisk
14012855,300,20.7955,45.0,295.67,10.64,334.58,0,0,1,1,0,0,0,0,MiddleRisk
14012859,300,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012863,300,26.5578947368421,45.0,276.0,9.21,285.21,0,1,0,1,0,0,0,0,MiddleRisk
14012865,400,16.9391780821918,60.0,396.04,0.48,396.52,0,1,0,1,0,0,0,0,MiddleRisk
14012867,300,29.99175,45.0,299.21,9.22,308.43,0,1,0,1,0,0,0,0,MiddleRisk
14012869,300,140.795,45.0,281.04,27.18,317.42,0,0,1,1,0,0,0,0,MiddleRisk
14012872,500,74.3776470588235,75.0,494.96,13.91,508.87,0,1,0,1,0,0,0,0,MiddleRisk
14012881,300,31.8242857142857,45.0,296.04,9.08,305.12,0,1,0,1,0,0,0,0,MiddleRisk
14012882,300,25.0366666666667,42.75,42.05,0.7,42.75,0,0,1,1,0,0,0,0,MiddleRisk
14012884,500,242.5,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012899,300,11.0825,45.0,284.81,13.27,326.4,0,1,0,1,0,0,0,0,MiddleRisk
14012901,300,297.0,45.0,243.35,9.0,276.69,0,0,1,1,0,0,0,0,MiddleRisk
14012907,400,71.1865217391304,60.0,398.5,12.89,411.39,0,1,0,1,0,0,0,0,MiddleRisk
14012913,300,33.3195454545454,45.0,294.51,4.45,300.7,0,0,1,1,0,0,0,0,MiddleRisk
14012921,300,29.9425,45.0,297.37,10.99,335.96,0,1,0,1,0,0,0,0,MiddleRisk
14012922,300,59.712,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012925,300,21.38625,45.0,299.96,31.65,428.23,28,0,1,0,0,1,0,0,MiddleRisk
14012932,300,11.6014285714286,45.0,297.79,11.04,336.0,0,0,1,1,0,0,0,0,MiddleRisk
14012938,300,49.3833333333333,45.0,296.3,14.88,479.94,87,0,1,0,0,1,0,0,MiddleRisk
14012945,300,108.79625,45.0,292.48,20.1,324.83,0,1,0,1,0,0,0,0,MiddleRisk
14012947,300,42.115,45.0,295.16,29.77,371.74,0,0,1,1,0,0,0,0,MiddleRisk
14012948,400,137.53,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012953,300,29.3054166666667,45.0,235.45,0.28,235.73,0,1,0,1,0,0,0,0,MiddleRisk
14012956,300,16.736,45.0,299.18,19.17,402.27,28,1,0,0,0,1,0,0,MiddleRisk
14012957,300,299.49,45.0,299.49,3.6,303.09,0,1,0,1,0,0,0,0,MiddleRisk
14012965,300,20.8207142857143,45.0,244.93,8.98,277.94,0,1,0,1,0,0,0,0,MiddleRisk
14012970,300,59.399375,45.0,298.17,2.92,301.09,0,0,1,1,0,0,0,0,MiddleRisk
14012974,300,21.8366666666667,45.0,299.69,31.78,388.99,0,0,1,1,0,0,0,0,MiddleRisk
14012977,400,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,MiddleRisk
14012979,300,38.6925,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012987,300,20.72,45.0,299.94,10.73,337.73,0,1,0,1,0,0,0,0,MiddleRisk
14012992,400,40.0214285714286,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012996,500,70.7142857142857,75.0,495.0,29.23,627.73,28,1,0,0,0,1,0,0,MiddleRisk
14012997,300,14.2833333333333,45.0,299.95,16.0,436.65,56,0,1,0,0,1,0,0,MiddleRisk
14012998,600,37.6594117647059,1.24,1.24,0.0,1.24,0,1,0,1,0,0,0,0,MiddleRisk
14013000,400,133.166666666667,60.0,399.5,22.56,613.11,87,1,0,0,0,1,0,0,MiddleRisk
